,id,type_of_contract,type_of_contract2,channel,datetime,Term,payment_type,product,amount,state,overdue_count,overdue,credit rating,bank,cancellation,age,Mileage
26810,66601423,렌탈,Promotion,서비스 방문,2019-12-06,60,CMS,K3,90900,계약확정,0,없음,8.0,농협은행,정상,46.42456245063014,
26814,66775511,렌탈,Normal,렌탈총판,2019-12-06,60,CMS,K1,108900,계약확정,0,없음,2.0,농협은행,정상,46.54112542796176,
26836,66673807,렌탈,Promotion,서비스 방문,2019-12-06,60,CMS,K2,90900,계약확정,0,없음,6.0,농협은행,정상,46.466925676508275,
26868,66433436,멤버십,TAS,렌탈재계약,2019-12-07,12,CMS,K1,66900,해약확정,0,없음,3.0,농협은행,해약,47.31542156166957,
26904,66777740,렌탈,Package,홈쇼핑/방송,2019-12-08,60,CMS,K2,81900,계약확정,0,없음,1.0,국민은행,정상,46.578097091354984,
26907,66773991,렌탈,Package,홈쇼핑/방송,2019-12-08,60,CMS,K2,81900,계약확정,0,없음,6.0,신한은행,정상,46.472189026659656,
26922,66433820,렌탈,Extension_Rental,서비스 방문,2019-12-08,60,CMS,K2,78900,계약확정,0,없음,2.0,국민은행,정상,46.55866992846638,
26932,66777832,렌탈,Normal,홈쇼핑/방송,2019-12-08,60,카드이체,K1,96900,계약확정,0,없음,2.0,롯데카드,정상,46.54814322816361,
26948,66775962,렌탈,Normal,홈쇼핑/방송,2019-12-08,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
27009,66777570,렌탈,Normal,서비스 방문,2019-12-08,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
27012,66773364,렌탈,Normal,홈쇼핑/방송,2019-12-08,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
27025,66772765,렌탈,Package,홈쇼핑/방송,2019-12-08,60,CMS,K1,81900,계약확정,5,있음,6.0,새마을금고,정상,46.472189026659656,
27051,66775747,렌탈,Package,홈쇼핑/방송,2019-12-08,60,CMS,K2,81900,계약확정,0,없음,4.0,국민은행,정상,46.51455225253779,
27085,66772593,렌탈,Normal,홈쇼핑/방송,2019-12-08,60,CMS,K1,96900,계약확정,0,없음,1.0,우리은행,정상,46.56932484110268,
27121,66777988,렌탈,Package,홈쇼핑/방송,2019-12-08,60,카드이체,K2,81900,계약확정,0,없음,3.0,롯데카드,정상,46.53573386547686,
27177,66777985,렌탈,Package,홈쇼핑/방송,2019-12-08,60,카드이체,K2,81900,계약확정,0,없음,4.0,롯데카드,정상,46.51455225253779,
27197,66777797,렌탈,Normal,렌탈총판,2019-12-08,60,CMS,K1,96900,계약확정,0,없음,1.0,기업은행,정상,46.56932484110268,
27209,66746221,렌탈,Normal,홈쇼핑/방송,2019-12-08,60,CMS,K1,96900,계약확정,0,없음,1.0,농협은행,정상,46.56932484110268,
27259,66777304,렌탈,Normal,홈쇼핑/방송,2019-12-08,60,CMS,K1,96900,계약확정,0,없음,3.0,농협은행,정상,46.52696161522454,
27263,66778295,렌탈,Normal,R빌리미,2019-12-08,60,CMS,K1,96900,계약확정,0,없음,2.0,하나은행,정상,46.54814322816361,
27323,66777838,렌탈,Normal,홈쇼핑/방송,2019-12-09,60,CMS,K1,96900,계약확정,0,없음,7.0,국민은행,정상,46.44223516346828,
27347,66778255,렌탈,Promotion,홈쇼핑/방송,2019-12-09,60,카드이체,K1,96900,계약확정,0,없음,1.0,현대카드,정상,46.56932484110268,
27348,66435864,렌탈,Extension_Rental,서비스 방문,2019-12-09,60,CMS,K1,102900,계약확정,0,없음,8.0,농협은행,정상,46.4175446504283,
27355,66778973,렌탈,Promotion,하이마트,2019-12-09,60,카드이체,K1,105900,계약확정,0,없음,5.0,신한카드,정상,46.47933503919503,
27357,66778806,렌탈,Promotion,서비스 방문,2019-12-09,60,CMS,K2,110700,계약확정,0,없음,1.0,농협은행,정상,46.56125437087055,
27387,66434927,렌탈,Extension_Rental,서비스 방문,2019-12-09,60,CMS,K1,96900,계약확정,0,없음,2.0,신한은행,정상,46.54814322816361,
27452,66777823,렌탈,Package,홈쇼핑/방송,2019-12-09,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
27478,66778687,렌탈,Package,홈쇼핑/방송,2019-12-09,60,카드이체,K1,81900,계약확정,0,없음,2.0,BC카드,정상,46.55691547841592,
27492,66778523,렌탈,Promotion,하이마트,2019-12-09,60,CMS,K1,96900,계약확정,0,없음,3.0,농협은행,정상,46.52696161522454,
27502,66778573,렌탈,Normal,렌탈총판,2019-12-09,60,CMS,K1,87900,계약확정,0,없음,1.0,국민은행,정상,46.57458819125406,
27539,66778072,렌탈,Package,홈쇼핑/인터넷,2019-12-09,60,CMS,K2,81900,계약확정,0,없음,6.0,국민은행,정상,46.472189026659656,
27604,66778787,렌탈,Normal,홈쇼핑/방송,2019-12-09,60,카드이체,K1,96900,계약확정,0,없음,6.0,롯데카드,정상,46.46341677640735,
27620,66778257,렌탈,Package,홈쇼핑/인터넷,2019-12-09,60,카드이체,K1,81900,계약확정,0,없음,4.0,삼성카드,정상,46.51455225253779,
27631,66776255,렌탈,Promotion,홈쇼핑/방송,2019-12-09,60,카드이체,K1,96900,계약확정,0,없음,2.0,BC카드,정상,46.54814322816361,
27645,66778731,렌탈,Promotion,서비스 방문,2019-12-09,60,CMS,K1,105900,계약확정,0,없음,2.0,국민은행,정상,46.54287987801222,
27657,66697771,렌탈,Normal,서비스 방문,2019-12-09,60,CMS,K1,138900,계약확정,0,없음,3.0,국민은행,정상,46.50239931451808,
27735,66778401,렌탈,Promotion,전자랜드,2019-12-09,60,CMS,K1,87900,계약확정,0,없음,1.0,경남은행,정상,46.57458819125406,
27749,66330812,렌탈,Promotion,렌탈총판,2019-12-09,60,CMS,K1,111900,계약확정,0,없음,1.0,국민은행,정상,46.560552590850364,
27797,66509968,렌탈,Normal,서비스 방문,2019-12-09,60,CMS,K1,96900,계약확정,0,없음,8.0,농협은행,정상,46.421053550529216,
27827,66777965,렌탈,Normal,서비스 방문,2019-12-09,60,CMS,K1,96900,계약확정,0,없음,1.0,대구은행,정상,46.56932484110268,
27843,66773644,렌탈,Package,홈쇼핑/방송,2019-12-09,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
27858,66185276,렌탈,Extension_Rental,서비스 방문,2019-12-09,60,CMS,K1,96900,계약확정,0,없음,5.0,농협은행,정상,46.48459838934642,
27870,66432484,렌탈,Promotion,서비스 방문,2019-12-09,60,CMS,K1,105900,계약확정,0,없음,3.0,농협은행,정상,46.52169826507316,
27878,66433319,멤버십,TAS,렌탈재계약,2019-12-09,12,CMS,K1,66900,계약확정,0,없음,4.0,하나은행,정상,47.2942399487305,
27881,66778575,렌탈,Normal,서비스 방문,2019-12-09,60,CMS,K1,96900,계약확정,0,없음,4.0,신협중앙회,정상,46.505780002285476,
27907,66171814,렌탈,Extension_Rental,서비스 방문,2019-12-09,60,CMS,K1,102900,계약확정,0,없음,5.0,농협은행,정상,46.48108948924549,
27973,66779621,렌탈,Normal,서비스 방문,2019-12-10,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.54814322816361,
28003,66355251,렌탈,Extension_Rental,서비스 방문,2019-12-10,60,CMS,K1,102900,계약확정,1,있음,9.0,하나은행,정상,46.39636303748923,
28047,66778139,렌탈,Promotion,전자랜드,2019-12-10,60,CMS,K1,96900,계약확정,0,없음,6.0,부산은행,정상,46.46341677640735,
28074,66773356,렌탈,Promotion,R인터넷,2019-12-10,60,CMS,K1,138900,계약확정,0,없음,4.0,우리은행,정상,46.48121770157901,
28077,66778982,렌탈,Normal,서비스 방문,2019-12-10,60,CMS,K1,96900,계약확정,0,없음,8.0,농협은행,정상,46.421053550529216,
28112,66774777,렌탈,Normal,서비스 방문,2019-12-10,60,카드이체,K1,96900,계약확정,1,있음,1.0,현대카드,정상,46.56932484110268,
28134,66779121,렌탈,Promotion,전자랜드,2019-12-10,60,카드이체,K1,105900,계약확정,0,없음,2.0,국민카드,정상,46.54287987801222,
28181,66772804,렌탈,Package,홈쇼핑/방송,2019-12-10,60,CMS,K2,81900,계약확정,0,없음,3.0,우리은행,정상,46.53573386547686,
28220,66257409,렌탈,Promotion,서비스 방문,2019-12-10,60,CMS,K3,90900,계약확정,0,없음,6.0,새마을금고,정상,46.466925676508275,
28242,66736146,렌탈,Promotion,서비스 방문,2019-12-10,60,카드이체,K3,90900,계약확정,0,없음,5.0,삼성카드,정상,46.488107289447335,
28294,66742569,렌탈,Normal,서비스 방문,2019-12-10,60,CMS,K2,87900,계약확정,0,없음,6.0,농협은행,정상,46.46868012655874,
28298,66779326,렌탈,Normal,홈쇼핑/방송,2019-12-10,60,CMS,K1,96900,계약확정,0,없음,5.0,신한카드,정상,46.48459838934642,
28302,66779550,렌탈,Normal,홈쇼핑/방송,2019-12-10,60,CMS,K1,96900,계약확정,0,없음,7.0,기업은행,정상,46.44223516346828,
28401,66524919,렌탈,Promotion,서비스 방문,2019-12-10,60,카드이체,K3,90900,계약확정,0,없음,6.0,롯데카드,정상,46.466925676508275,
28447,66279729,렌탈,Extension_Rental,서비스 방문,2019-12-10,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
28469,66436253,렌탈,Extension_Rental,서비스 방문,2019-12-10,60,CMS,K1,102900,계약확정,0,없음,2.0,농협은행,정상,46.544634328062685,
28580,66778952,렌탈,Promotion,전자랜드,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,4.0,농협은행,정상,46.505780002285476,
28604,66162905,렌탈,Extension_Rental,서비스 방문,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,1.0,신한은행,정상,46.56932484110268,
28632,66779770,렌탈,Normal,서비스 방문,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
28657,66780070,렌탈,Normal,렌탈총판,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.54814322816361,
28671,66779601,렌탈,Package,서비스 방문,2019-12-11,60,CMS,K1,81900,계약확정,0,없음,7.0,농협은행,정상,46.451007413720596,
28676,66457271,렌탈,Normal,렌탈총판,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,3.0,우리은행,정상,46.52696161522454,
28709,66260968,렌탈,Promotion,서비스 방문,2019-12-11,60,CMS,K1,105900,계약확정,0,없음,2.0,국민은행,정상,46.54287987801222,
28711,66780306,렌탈,Promotion,렌탈총판,2019-12-11,60,CMS,K1,105900,계약확정,0,없음,4.0,SC제일은행,정상,46.500516652134095,
28715,66778582,렌탈,Normal,영업방판,2019-12-11,60,카드이체,K1,96900,계약확정,0,없음,2.0,롯데카드,정상,46.54814322816361,
28718,66434849,렌탈,Extension_Rental,서비스 방문,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
28738,66437421,렌탈,Extension_Rental,서비스 방문,2019-12-11,60,카드이체,K1,96900,계약확정,0,없음,3.0,롯데카드,정상,46.52696161522454,
28779,66532716,렌탈,Normal,서비스 방문,2019-12-11,60,카드이체,K1,142200,계약확정,0,없음,1.0,국민카드,정상,46.5428326453407,
28793,66173944,렌탈,Normal,홈쇼핑/방송,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,2.0,부산은행,정상,46.54814322816361,
28796,66778773,렌탈,Normal,서비스 방문,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,7.0,신협중앙회,정상,46.44223516346828,
28822,66142934,렌탈,Extension_Rental,서비스 방문,2019-12-11,60,CMS,K1,96900,계약확정,0,없음,1.0,수협중앙회,정상,46.56932484110268,
28874,66779345,렌탈,Promotion,서비스 방문,2019-12-11,60,CMS,K1,105900,계약확정,0,없음,7.0,국민은행,정상,46.4369718133169,
28928,66386104,렌탈,Extension_Rental,서비스 방문,2019-12-11,60,카드이체,K1,102900,계약확정,0,없음,7.0,삼성카드,정상,46.43872626336736,
28938,66779480,렌탈,Normal,서비스 방문,2019-12-11,60,CMS,K2,87900,계약확정,0,없음,2.0,국민은행,정상,46.553406578315,
28940,66148899,렌탈,Package,홈쇼핑/방송,2019-12-11,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
